,congruent,diffBelief,diffBeliefAbs,diffUncertainty,diffUncertaintyAbs,nDataShown,pearsonrShown,postBelief,postBeliefDistance,postUncertainty,postUncertaintyLower,postUncertaintyUpper,preBelief,preBeliefDistance,preUncerainty,preUncertaintyLower,preUncertaintyUpper,uncertaintyShown,usertoken,varindex,vars,visGroup,congruency
51,false,0.7730546805677445,0.7730546805677445,-0.19372002391382037,0.19372002391382037,100,-0.7005642335973029,-0.7691215372232161,0.06855730362591317,0.6333516769713425,-0.36664832302865746,-1,0.003933143344528434,0.7044973769418313,0.8270717008851629,-0.409602707098053,0.4174689937871099,0.2102320651895574,LKxdz5an,10,"Number of movies attended
Amount red meat eaten",band,incongruent
52,false,-0.5800287489462725,0.5800287489462725,0.535953773293161,0.535953773293161,10,0.5923803839819468,0.5402457969924961,0.052134586989450726,0.8735675508220182,0.10346202158148676,0.977029572403505,-0.03978295195377651,0.6321633359357233,0.3376137775288573,-0.20858984071820524,0.12902393681065205,1.2175747807471688,LKxdz5an,11,"Number of religious population
racial diversity",band,incongruent
53,true,0.40826093179768375,0.40826093179768375,0.8939862757356585,0.8939862757356585,10,0.5393940040848623,0.5402457969924961,0.0008517929076338193,0.9195084060150083,0.08049159398499173,1,0.9485067287901798,0.40911272470531757,0.025522130279349797,0.9357456636505048,0.9612677939298546,1.1028160504642028,LKxdz5an,12,"Number traffic violations
Car insurance premium",band,congruent
54,true,0.07932813246577619,0.07932813246577619,0.4313434508555285,0.4313434508555285,10,0.5193162549575425,0.5561270625925163,0.0368108076349738,0.7294711208180256,0.19139150218350354,0.9208626230015291,0.6354551950582925,0.11613894010074999,0.29812766996249707,0.486391360077044,0.784519030039541,0.7829012444005287,LKxdz5an,13,"Parental income
Children's SAT scores",band,congruent
55,true,0.12060441821485224,0.12060441821485224,-0.07850841786609486,0.07850841786609486,100,0.7288860038793128,0.8793955817851478,0.15050957790583497,0.24120883642970403,0.758791163570296,1,1.0,0.2711139961206872,0.3197172542957989,0.6802827457042011,1,0.1943012135922212,LKxdz5an,14,"Proportion of residents in poverty
Crime rate",band,congruent
56,false,0.5903235062867813,0.5903235062867813,0.2956750594359949,0.2956750594359949,10,0.043772564087763394,0.30290721553024325,0.2591346514424798,0.5060312142092851,0.0498916084256007,0.5559228226348858,0.8932307218170246,0.8494581577292611,0.21035615477329017,0.7880526444303795,0.9984087992036697,0.9812452955656917,LKxdz5an,15,"Years of education
Income",band,incongruent
57,true,0.04027290737727274,0.04027290737727274,-0.22376221893330417,0.22376221893330417,100,-0.6839116350045268,-1.0,0.3160883649954732,0.0,-1,-1,-0.9597270926227273,0.2758154576182005,0.22376221893330417,-0.7762377810666958,-1,0.23289311158057813,fpFhSrvS,0,"Amount of rainfall
Number of sunny days",hop,congruent
58,false,0.8818066678286658,0.8818066678286658,0.17422445225009509,0.17422445225009509,100,-0.45420052457558907,-0.45978463448988466,0.0055841099142955875,0.8225294961038054,-0.048519886437981885,-0.8710493825417873,0.4220220333387812,0.8762225579143703,0.6483050438537103,0.09786951141192612,0.7461745552656365,0.2971397145018597,fpFhSrvS,1,"Annual carbon emissions
Global temperature increase",hop,incongruent
59,true,-0.25008677337877816,0.25008677337877816,0.2821820231247236,0.2821820231247236,100,-0.6813489163171697,-0.7177138587494494,0.03636494243227972,0.7746491989920581,-0.22535080100794186,-1,-0.9678006321282275,0.2864517158110579,0.49246717586733446,-0.5075328241326655,-1,0.2154685614539128,fpFhSrvS,2,"Avg. hours on social media
Avg. hours of sleep",hop,congruent
60,true,0.3781480203160672,0.3781480203160672,0.022289112660344612,0.022289112660344612,100,0.3735029737409091,0.3594212770382228,0.01408169670268633,0.8196708465307383,-0.050414146227146406,0.769256700303592,0.73756929735429,0.36406632361338087,0.7973817338703937,0.20261826612960632,1,0.33002975713408045,fpFhSrvS,3,"Avg. hours on social media
Depression severity",hop,congruent
61,false,0.8122917628881139,0.8122917628881139,0.4824567268006681,0.4824567268006681,10,-0.13774083467811452,0.013031580702500323,0.15077241538061484,0.8048911899422724,-0.3894140142686359,0.4154771756736364,0.8253233435906142,0.9630641782687287,0.3224344631416043,0.664106112019812,0.9865405751614162,1.3726216245567906,fpFhSrvS,4,"College GPA
Post-college income",hop,incongruent
62,true,-0.004554293819577726,0.004554293819577726,-0.032983319728514426,0.032983319728514426,10,-0.46784266100434163,-0.011952741751729112,0.4558899192526125,0.21172635275137403,-0.11781591812741615,0.09391043462395787,-0.01650703557130684,0.4513356254330348,0.24470967247988845,-0.13886187181125104,0.10584780066863742,1.0781133463739934,fpFhSrvS,5,"Height
College GPA",hop,congruent
63,false,0.9937906140436696,0.9937906140436696,-0.16773316911164815,0.16773316911164815,10,-0.8640133960567384,-0.6955551847703028,0.16845821128643568,0.5508236236771145,-0.42014337293174564,-0.9709669966088601,0.2982354292733669,1.1622488253301053,0.7185567927887626,-0.061042967121014424,0.6575138256677482,0.19876046937821157,fpFhSrvS,6,"Homeless population
Uninsured population",hop,incongruent
64,true,-0.41625601664710826,0.41625601664710826,0.49497421602169744,0.49497421602169744,10,-0.27127667472074696,-0.25798975235617855,0.01328692236456841,0.6530929902869198,-0.5845362474996385,0.0685567427872813,-0.6742457690032868,0.40296909428253985,0.15811877426522236,-0.5951863818706757,-0.7533051561358981,0.8230750409147503,fpFhSrvS,7,"Hours of TV watched in a month
Number of books read in a month",hop,congruent
65,false,0.8141433742799438,0.8141433742799438,0.0680753792008355,0.0680753792008355,100,-0.7258014768740092,-0.5990514764786343,0.12675000039537487,0.5250230654836898,-0.33653994373678936,-0.8615630092204791,0.21509189780130944,0.9408933746753186,0.4569476862828543,-0.013381945340117607,0.4435657409427367,0.18602290681599298,fpFhSrvS,8,"Immigrant population
Crime rate",hop,incongruent
66,false,0.8410035210962712,0.8410035210962712,-0.42145666102151047,0.42145666102151047,100,-0.51110804054681,-0.4417719934191098,0.06933604712770025,0.9082686251783092,-0.8959063060082644,0.012362319170044822,0.3992315276771614,0.9103395682239714,1.3297252861998197,-0.32972528619981967,1,0.28155589081686994,fpFhSrvS,9,"Minimum wage
Unemployment rate",hop,incongruent
67,false,0.9142322287660789,0.9142322287660789,0.27903188570370063,0.27903188570370063,100,-0.26948504208042146,-0.2781323002477137,0.008647258167292227,1.1580509765714275,-0.8571577885334274,0.30089318803800014,0.6360999285183653,0.9055849705987867,0.8790190908677269,0.1209809091322731,1,0.33791930332877274,fpFhSrvS,10,"Number of movies attended
Amount red meat eaten",hop,incongruent
68,false,-0.8580030894653092,0.8580030894653092,-0.08449007565869882,0.08449007565869882,10,0.5613147362897389,0.3679694671028313,0.19334526918690764,0.5139477419814111,0.11099559611212562,0.6249433380935367,-0.49003362236247794,1.0513483586522168,0.59843781764011,-0.19081471354242302,-0.7892525311825329,0.6706210181703216,fpFhSrvS,11,"Number of religious population
racial diversity",hop,incongruent
69,true,0.7546761608248038,0.7546761608248038,0.6062998202001868,0.6062998202001868,10,0.024476989540805405,0.025179516227718635,0.0007025266869132296,0.8673100192349548,-0.4084754933897586,0.45883452584519624,0.7798556770525225,0.755378687511717,0.26101019903476796,0.6493505775351385,0.9103607765699064,1.2963072619846692,fpFhSrvS,12,"Number traffic violations
Car insurance premium",hop,congruent
70,true,0.6457921225021788,0.6457921225021788,0.3580187640631085,0.3580187640631085,10,0.6879104577041815,0.35420787749782123,0.33370258020636023,0.5713554037293143,0.06853017563316421,0.6398855793624785,1.0,0.31208954229581853,0.21333663966620575,0.7866633603337942,1,0.6681309022761024,fpFhSrvS,13,"Parental income
Children's SAT scores",hop,congruent
71,true,0.11057327894814883,0.11057327894814883,-0.0008000800022436305,0.0008000800022436305,100,-0.520358473986925,-0.8630364621483528,0.3426779881614278,1.0453626302715988,-1,0.045362630271598814,-0.752463183200204,0.23210470921327897,1.0461627102738424,-1,0.046162710273842444,0.2972214361476389,fpFhSrvS,14,"Proportion of residents in poverty
Crime rate",hop,congruent
72,false,0.3885023395119438,0.3885023395119438,-0.06485679593996063,0.06485679593996063,10,-0.07010244971618747,0.2524190987213175,0.32252154843750497,0.6257214141059377,-0.06044160833165124,0.5652798057742865,0.6409214382332613,0.7110238879494488,0.6905782100458984,0.2956323332103121,0.9862105432562105,1.3123147193415265,fpFhSrvS,15,"Years of education
Income",hop,incongruent
73,true,0.0,0.0,-0.1586894134651251,0.1586894134651251,100,0.692088666091015,1.0,0.30791133390898495,1.7789007436866426,-0.7789007436866426,1,1.0,0.30791133390898495,1.9375901571517677,-0.9375901571517677,1,0.21170063128971128,ZsVhjjrw,0,"Amount of rainfall
Number of sunny days",line,congruent
74,false,0.0,0.0,0.09898021049746353,0.09898021049746353,100,0.03469365752285046,1.0,0.9653063424771495,1.8635075117709459,-0.8635075117709459,1,1.0,0.9653063424771495,1.7645273012734823,-0.7645273012734823,1,0.4163041493225934,ZsVhjjrw,1,"Annual carbon emissions
Global temperature increase",line,incongruent
75,true,0.0,0.0,0.0,0.0,100,0.7847447690782203,1.0,0.21525523092177967,2.0,-1,1,1.0,0.21525523092177967,2.0,-1,1,0.12423574711783292,ZsVhjjrw,2,"Avg. hours on social media
Avg. hours of sleep",line,congruent
76,true,0.0,0.0,-0.08885336229212637,0.08885336229212637,100,0.7246270717136606,1.0,0.2753729282863394,1.8171119157100502,-0.8171119157100502,1,1.0,0.2753729282863394,1.9059652780021765,-0.9059652780021765,1,0.20902806191146417,ZsVhjjrw,3,"Avg. hours on social media
Depression severity",line,congruent
77,false,0.08575799013930951,0.08575799013930951,-0.021126125768003767,0.021126125768003767,10,-0.06479958695368335,0.8990583477232599,0.9638579346769433,1.8881572809516947,-0.8881572809516947,1,0.9848163378625694,1.0496159248162527,1.9092834067196984,-0.9092834067196984,1,1.3897219884921492,ZsVhjjrw,4,"College GPA
Post-college income",line,incongruent
78,true,0.0,0.0,0.2536480043269811,0.2536480043269811,10,0.6205993503968413,1.0,0.37940064960315867,1.889296829624786,-0.8892968296247861,1,1.0,0.37940064960315867,1.635648825297805,-0.635648825297805,1,0.5284984779666244,ZsVhjjrw,5,"Height
College GPA",line,congruent
79,false,0.007166695103212106,0.007166695103212106,-0.19806998681667287,0.19806998681667287,10,-0.019621042458919376,0.9928333048967879,1.0124543473557073,1.5924369366895592,-0.5924369366895592,1,1.0,1.0196210424589194,1.790506923506232,-0.7905069235062321,1,1.2878268126717507,ZsVhjjrw,6,"Homeless population
Uninsured population",line,incongruent
80,true,0.052659932926541364,0.052659932926541364,-0.33487865907879244,0.33487865907879244,10,0.835902075436777,0.9473400670734586,0.11143799163668167,1.599677780895856,-0.599677780895856,1,1.0,0.16409792456322303,1.9345564399746484,-0.9345564399746484,1,0.7359989108074172,ZsVhjjrw,7,"Hours of TV watched in a month
Number of books read in a month",line,congruent
81,false,-0.03388952849777027,0.03388952849777027,0.10807947411587548,0.10807947411587548,100,-0.01961431160828717,1.0,1.0196143116082872,1.9611746974928936,-0.9611746974928936,1,0.9661104715022297,0.9857247831105169,1.8530952233770182,-0.8530952233770182,1,0.38277448241364814,ZsVhjjrw,8,"Immigrant population
Crime rate",line,incongruent
82,false,0.0,0.0,0.0,0.0,100,0.1343388927715871,1.0,0.8656611072284129,2.0,-1,1,1.0,0.8656611072284129,2.0,-1,1,0.4270265539785061,ZsVhjjrw,9,"Minimum wage
Unemployment rate",line,incongruent
83,false,0.0,0.0,0.0,0.0,100,0.004202252339750034,1.0,0.99579774766025,2.0,-1,1,1.0,0.99579774766025,2.0,-1,1,0.3211656681985045,ZsVhjjrw,10,"Number of movies attended
Amount red meat eaten",line,incongruent
84,false,-1.9299842183110987,1.9299842183110987,0.09397056589460995,0.09397056589460995,10,0.583546996775445,1.0,0.41645300322455503,1.951908772157397,-0.9519087721573971,1,-0.9299842183110987,1.5135312150865436,1.8579382062627872,-1,0.8579382062627872,0.9274481711150128,ZsVhjjrw,11,"Number of religious population
racial diversity",line,incongruent
85,true,0.0,0.0,0.08696915149975615,0.08696915149975615,10,0.43989594578374897,1.0,0.560104054216251,1.8057202679289,-0.8057202679289,1,1.0,0.560104054216251,1.7187511164291438,-0.7187511164291438,1,0.9062734420800996,ZsVhjjrw,12,"Number traffic violations
Car insurance premium",line,congruent
86,true,0.0,0.0,-0.15829606612484337,0.15829606612484337,10,0.37058411251177215,1.0,0.6294158874882279,1.3724532002962304,-0.3724532002962304,1,1.0,0.6294158874882279,1.5307492664210738,-0.5307492664210738,1,0.8530196762288097,ZsVhjjrw,13,"Parental income
Children's SAT scores",line,congruent
87,true,0.0,0.0,0.012858063964793942,0.012858063964793942,100,0.7574559126407593,1.0,0.2425440873592407,1.9565386925815902,-0.9565386925815902,1,1.0,0.2425440873592407,1.9436806286167962,-0.9436806286167962,1,0.1744057826700962,ZsVhjjrw,14,"Proportion of residents in poverty
Crime rate",line,congruent
88,false,0.0,0.0,0.30962456467551824,0.30962456467551824,10,0.04657770626912558,1.0,0.9534222937308744,1.9023669673662267,-0.9023669673662267,1,1.0,0.9534222937308744,1.5927424026907084,-0.5927424026907084,1,1.5095480646535493,ZsVhjjrw,15,"Years of education
Income",line,incongruent
95,true,0.4292279808176662,0.4292279808176662,0.29506800433847213,0.29506800433847213,100,0.7448860297748258,0.5707720191823338,0.17411401059249199,0.42867301356435017,0.3564355124001588,0.785108525964509,1.0,0.25511397022517424,0.13360500922587804,0.866394990774122,1,0.1944645001031683,jvdwJSh1,0,"Amount of rainfall
Number of sunny days",hop,congruent
96,false,-0.9533292017944313,0.9533292017944313,0.1917723848888797,0.1917723848888797,100,0.7584894336136765,0.8475289813256643,0.08903954771198785,0.7209761711461005,0.27902382885389954,1,-0.10580022046876691,0.8642896540824434,0.5292037862572208,-0.37040211359737724,0.15880167265984357,0.14801371535946206,jvdwJSh1,1,"Annual carbon emissions
Global temperature increase",hop,incongruent
97,true,-0.37236396128280397,0.37236396128280397,0.08571153199435133,0.08571153199435133,100,-0.46993533658449793,-0.4104245307261896,0.05951080585830831,0.7222112780448364,-0.04931889170377146,-0.7715301697486079,-0.7827884920089936,0.31285315542449565,0.6364997460504851,-0.36350025394951496,-1,0.2535866986411772,jvdwJSh1,2,"Avg. hours on social media
Avg. hours of sleep",hop,congruent
98,true,0.4061332673920266,0.4061332673920266,0.12642780091858352,0.12642780091858352,100,-0.7414222799651705,-0.8813836160827901,0.13996133611761963,1.160509891291536,-1,0.16050989129153592,-0.47525034869076355,0.26617193127440697,1.0340820903729524,-0.9922913938772397,0.041790696495712654,0.15272462469650327,jvdwJSh1,3,"Avg. hours on social media
Depression severity",hop,congruent
99,false,1.0938846783068166,1.0938846783068166,-0.30607850382770385,0.30607850382770385,10,-0.8874339598753597,-0.9489752905692728,0.0615413306939131,0.36450231581062864,-0.6354976841893714,-1,0.1449093877375438,1.0323433476129034,0.6705808196383325,-0.19038102208162244,0.48019979755671005,0.26123860051239467,jvdwJSh1,4,"College GPA
Post-college income",hop,incongruent
100,true,-0.8862791390993503,0.8862791390993503,-1.3912575776738765,1.3912575776738765,10,-0.4945242932927286,0.05889587537559127,0.5534201686683199,0.6087424223261235,-0.2454753357874706,0.3632670865386529,-0.827383263723759,0.3328589704310304,2.0,-1,1,1.0848893426564121,jvdwJSh1,5,"Height
College GPA",hop,congruent
101,false,-0.25630849264786754,0.25630849264786754,0.8204729159928339,0.8204729159928339,10,0.2931767485833383,-0.45362876128684887,0.7468055098701871,1.7911499747102464,-1,0.7911499747102464,-0.7099372539347164,1.0031140025180547,0.9706770587174125,-0.029322941282587445,-1,1.4631283898485266,jvdwJSh1,6,"Homeless population
Uninsured population",hop,incongruent
102,true,0.2780925235877179,0.2780925235877179,0.18722147062863304,0.18722147062863304,10,-0.2856528072797747,-0.3040978950823161,0.018445087802541393,0.537496805049001,-0.035349492557815554,-0.5728462976068165,-0.026005371494598195,0.2596474357851765,0.35027533442036796,-0.20114303870478212,0.14913229571558584,1.1777100826962197,jvdwJSh1,7,"Hours of TV watched in a month
Number of books read in a month",hop,congruent
103,false,-1.0604484962967207,1.0604484962967207,-0.22860791470956682,0.22860791470956682,100,0.048065015673144834,0.060448496296720666,0.012383480623575832,0.2357654214672899,-0.05743421443692437,0.17833120703036554,-1.0,1.0480650156731448,0.4643733361768567,-0.5356266638231433,-1,0.34695442001671084,jvdwJSh1,8,"Immigrant population
Crime rate",hop,incongruent
104,false,-0.7355591398025387,0.7355591398025387,0.426062721885391,0.426062721885391,100,0.7384823417075299,0.6494181910474544,0.08906415066007556,0.8096157024611328,0.1903842975388672,1,-0.08614094875508438,0.8246232904626143,0.3835529805757418,-0.27791743904295524,0.10563554153278654,0.16949760444638673,jvdwJSh1,9,"Minimum wage
Unemployment rate",hop,incongruent
105,false,-0.6481809282782411,0.6481809282782411,-0.8542885923848802,0.8542885923848802,100,0.758391738373039,0.5186620317928854,0.23972970658015358,0.8866736146444085,0.0753252244706808,0.9619988391150893,-0.1295188964853557,0.8879106348583947,1.7409622070292887,-1,0.7409622070292887,0.17198145553594402,jvdwJSh1,10,"Number of movies attended
Amount red meat eaten",hop,incongruent
106,false,-0.9782902908346858,0.9782902908346858,0.5677431882750996,0.5677431882750996,10,0.7744230853570009,0.5634007109081753,0.21102237444882554,1.1144018488583,-0.11440184885830013,1,-0.41488957992651043,1.1893126652835113,0.5466586605832005,-0.14156024963491026,-0.6882189102181107,0.7479455159341873,jvdwJSh1,11,"Number of religious population
racial diversity",hop,incongruent
107,true,0.20213236139464796,0.20213236139464796,-0.22978157201988458,0.22978157201988458,10,-0.757213550478747,-0.767274883268674,0.010061332789926936,0.4654502334626518,-0.5345497665373482,-1,-0.565142521874026,0.19207102860472103,0.6952318054825364,-0.21752661913275784,-0.9127584246152942,0.789434383924515,jvdwJSh1,12,"Number traffic violations
Car insurance premium",hop,congruent
108,true,-0.08908282419183422,0.08908282419183422,0.07939759423306492,0.07939759423306492,10,0.7561809981734738,0.5639036688606656,0.19227732931280828,0.9623671269288006,0.037632873071199446,1,0.47482084466883134,0.2813601535046425,0.8829695326957356,0.033336078320963525,0.9163056110166992,0.8120770146428503,jvdwJSh1,13,"Parental income
Children's SAT scores",hop,congruent
109,true,0.41620402689946423,0.41620402689946423,0.006606697782631343,0.006606697782631343,100,-0.37893444309922364,-0.5186833799976425,0.13974893689841883,0.5586500948469044,-0.23935833257419037,-0.7980084274210948,-0.10247935309817824,0.2764550900010454,0.5520433970642731,-0.3785010516303147,0.1735423454339584,0.3585162143367525,jvdwJSh1,14,"Proportion of residents in poverty
Crime rate",hop,congruent
110,false,0.8369000552804258,0.8369000552804258,0.9931189098608242,0.9931189098608242,10,-0.4199840932476153,-0.32599016882725657,0.09399392442035875,1.4296893751918882,-1,0.4296893751918882,0.5109098864531691,0.9308939797007845,0.43657046533106403,0.29262465378763713,0.7291951191187012,1.1323578143539463,jvdwJSh1,15,"Years of education
Income",hop,incongruent
127,true,-0.8042784310679332,0.8042784310679332,1.6327470077927757,1.6327470077927757,100,-0.2829987176369973,0.7429225792536314,1.0259212968906286,1.972835762576948,-0.9728357625769479,1,-0.06135585181430181,0.2216428658226955,0.3400887547841722,-0.23140022920638792,0.1086885255777843,0.3648774831484016,ZVkdT6AM,0,"Amount of rainfall
Number of sunny days",band,congruent
128,false,0.0,0.0,0.0,0.0,100,-0.10206966296417093,-1.0,0.897930337035829,2.0,-1,1,-1.0,0.897930337035829,2.0,-1,1,0.39084326719143225,ZVkdT6AM,1,"Annual carbon emissions
Global temperature increase",band,incongruent
129,true,-0.43483142596632773,0.43483142596632773,0.6414761497087149,0.6414761497087149,100,-0.73071956884349,-0.5651685740336723,0.16555099480981772,1.2593603132968105,-1,0.25936031329681053,-1.0,0.26928043115651,0.6178841635880956,-0.3821158364119044,-1,0.16726759845690808,ZVkdT6AM,2,"Avg. hours on social media
Avg. hours of sleep",band,congruent
130,true,-1.6193419905341366,1.6193419905341366,0.5789292758075488,0.5789292758075488,100,-0.7133577647225966,0.6296986920998064,1.343056456822403,1.7779612218545289,-0.7779612218545289,1,-0.9896432984343302,0.2762855337117336,1.19903194604698,-1,0.19903194604698005,0.21459691623356525,ZVkdT6AM,3,"Avg. hours on social media
Depression severity",band,congruent
131,false,0.5060804638856666,0.5060804638856666,0.05136792937566259,0.05136792937566259,10,0.37731557368200797,-0.9092084235046518,1.2865239971866598,1.6152931611276686,-1,0.6152931611276686,-0.40312795961898523,0.7804435333009931,1.563925231752006,-1,0.563925231752006,1.4130535289863666,ZVkdT6AM,4,"College GPA
Post-college income",band,incongruent
132,true,2.0,2.0,-0.20186999027277763,0.20186999027277763,10,0.8405220531601754,-1.0,1.8405220531601754,1.125965476876808,-1,0.12596547687680792,1.0,0.15947794683982464,1.3278354671495856,-0.32783546714958556,1,0.36006886497545587,ZVkdT6AM,5,"Height
College GPA",band,congruent
133,false,-2.0,2.0,0.0637691051760354,0.0637691051760354,10,-0.12882820146699991,1.0,1.128828201467,1.5393350334531752,-0.5393350334531752,1,-1.0,0.8711717985330001,1.4755659282771398,-1,0.47556592827713984,0.961486652798776,ZVkdT6AM,6,"Homeless population
Uninsured population",band,incongruent
134,true,0.7922675383888069,0.7922675383888069,0.270152434644819,0.270152434644819,10,-0.48583086898760264,-0.9880557687188378,0.5022248997312352,1.9567886654416409,-1,0.9567886654416409,-0.19578823033003084,0.2900426386575718,1.686636230796822,-1,0.6866362307968219,1.2343258191341169,ZVkdT6AM,7,"Hours of TV watched in a month
Number of books read in a month",band,congruent
135,false,0.0,0.0,-0.8973533043282333,0.8973533043282333,100,-0.12601090919263375,-1.0,0.8739890908073662,0.835757339493894,-0.1642426605061061,-1,-1.0,0.8739890908073662,1.7331106438221273,-1,0.7331106438221273,0.3947940955451943,ZVkdT6AM,8,"Immigrant population
Crime rate",band,incongruent
136,false,0.6975988311652213,0.6975988311652213,0.6593771713737988,0.6593771713737988,100,-0.14626772095804888,0.30240116883477874,0.4486688897928276,1.920914723352877,-0.9209147233528769,1,1.0,1.146267720958049,1.2615375519790781,-0.2615375519790782,1,0.3930292301955689,ZVkdT6AM,9,"Minimum wage
Unemployment rate",band,incongruent
137,false,-2.0,2.0,-0.14167093932920372,0.14167093932920372,100,0.11716150355263108,1.0,0.8828384964473689,0.7506411006414533,0.24935889935854672,1,-1.0,1.117161503552631,0.892312039970657,-0.10768796002934294,-1,0.3893209954545495,ZVkdT6AM,10,"Number of movies attended
Amount red meat eaten",band,incongruent
138,false,1.625960397999555,1.625960397999555,-0.2348183378435189,0.2348183378435189,10,0.15589166481876407,-1.0,1.155891664818764,1.690215484347161,-1,0.6902154843471611,0.6259603979995549,0.4700687331807909,1.92503382219068,-0.92503382219068,1,1.5671701776742437,ZVkdT6AM,11,"Number of religious population
racial diversity",band,incongruent
139,true,-0.37161514074371826,0.37161514074371826,0.44068522826291145,0.44068522826291145,10,0.2422047546996581,0.9198030366487098,0.6775982819490517,1.3443094364529287,-0.34430943645292866,1,0.5481878959049915,0.30598314120533343,0.9036242081900172,0.09637579180998279,1,0.738331230707035,ZVkdT6AM,12,"Number traffic violations
Car insurance premium",band,congruent
140,true,-0.4111893832933211,0.4111893832933211,-0.037544572059122316,0.037544572059122316,10,-0.14663288596273732,-0.350288146537151,0.2036552605744137,0.08065303889365794,-0.30996162709032204,-0.39061466598398,-0.7614775298304721,0.6148446438677349,0.11819761095278025,-0.702378724354082,-0.8205763353068622,1.0572002676004337,ZVkdT6AM,13,"Parental income
Children's SAT scores",band,congruent
141,true,-0.5104587411294899,0.5104587411294899,-0.007773652536853692,0.007773652536853692,100,0.3931375942478641,0.5157524149504076,0.12261482070254348,1.9922263474631463,-0.9922263474631463,1,0.005293673820917721,0.3878439204269464,2.0,-1,1,0.32292736266434197,ZVkdT6AM,14,"Proportion of residents in poverty
Crime rate",band,congruent
